codigo_producto;nombre_producto;marca;codigo_bodega;cantidad_inicial;costo_unitario;pvp
10070;TOMA TERMOSTATO GOLF IV JETTA;VARIOS;897;1;3;10
10071;VALVULA PCV DESFOGUE  GOLF VENTO;VARIOS;37129101;5;4;13
10072;REJILLA PARACHOQUE CENTRAL GOL 00-02;VARIOS;70010;1;1;15
10073;CAUCHOS RADIADOR ESCARABAJO UNA MEDIDA;VARIOS;CAUCJ;5;0.5;3.5
10074;BASE GUARADPOLVO PLANCA GOL CUADRADO;VARIOS;5X6860122;3;3;9
10075;FOCO LED PLACA FRENO POST JETTA ;VARIOS;LUZ;0;3;16
10076;INYECTOR AGUJA BRASILIA ESCARABAJO;VARIOS;FTM210240;1;3;7
10077;SOPORTE MOTOR FRONTAL GOL 98-98 CURVO;VARIOS;BASE ;4;4;18
10078;SOPORTE CAJA GOL 09-10 TEMPLADOR;VARIOS;5U0199851;1;21;65
10079;BOTON ELEVAVIDRIO LD POLO FOX GOL;VARIOS;8022020;3;6;16
10080;BOTON LEVANTAVIDRIO POLO ;VARIOS;6Q0959855;1;6;16
10081;SOPORTE AMORT GOLF IV JETTA 2.0 GOL 09 1.6 POLO IND;VARIOS;CXC1132;4;8;20
10082;SOPORTE AMORT GOL AMAZON 87;VARIOS;800191404;2;6;13
10083;MANIJA INT NEGRA GOL 95-99 L/D ;VARIOS;0;1;1;7
10084;TOMA AGUA JETTA S/P DELGADA;VARIOS;WF0151;2;5;13
10085;FILTRO GAS POLO BR 3 BAR;VARIOS;2566;0;10;26
10086;KIT ESTABILIZADOR GOLF VENTO;VARIOS;KIT;1;1;8
10087;FUSIBLE 30 PEQUEÑO;VARIOS;F30;17;0.11;0.4
10088;FUSIBLE 10 PEQUEÑO;VARIOS;F10;12;0.25;0.25
10089;FUSIBLE 15 PEQUEÑO;VARIOS;F15;13;0.25;0.25
10090;FUSIBLE 20 PEQUEÑO;VARIOS;F20;14;0.25;0.25
10091;FUSIBLE 25 PEQUEÑO;VARIOS;F25;17;0.25;0.25
10092;FUSIBLE 20 GRANDE;VARIOS;F20G;17;0.25;0.5
10093;FUSIBLE 30 GRANDE;VARIOS;F30G;14;0.25;0.5
10094;FUSIBLE 15 GRANDE;VARIOS;F15G;13;0.25;0.5
10095;FUSIBLE 10 GRANDE;VARIOS;F32G;17;0.25;0.5
10096;FUSIBLE 8P CERAMICA;VARIOS;F8P;8;0.25;0.5
10097;FUSIBLE 25P CERAMICA;VARIOS;F25P;0;0.25;0.5
10098;FUSIBLE 16P CERAMICA;VARIOS;F15P;12;0.25;0.5
10099;TERMOSWITCH GOLF VENTO 3 CONTACTOS;VARIOS;103139;4;8;17
10100;FUSIBLE 5P CERAMICA;VARIOS;F5P;0;0.25;0.5
10101;REJILLA PARACHOQUE GOL 09-12 C/H L/D;VARIOS;KASK;1;1;13
10102;PLATILLO AMORTIGUADOR SUPERIOR GOL 01-05 BAJO;VARIOS;PTL005;0;5.7;12
10103;CARBURADOR ESCARABAJO 1.6 URBA;VARIOS;CAR;0;1;320
10104;MICA DIRECCIONAL BRASILIA 78;VARIOS;DA481;2;1.79;6
10105;PALANCA DIRECCIONAL ESCARABAJO 74-78;VARIOS;INL471;3;15.18;37
10106;CONMUTADOR 5 PINES GOL 00-05 DKR;VARIOS;RPC4711;2;3.3;9
10107;PLUMAS 21/19 GOL 2010;VARIOS;PLU003;3;9.38;21
10109;BRAZO PLUMAS ESCARABAJO 67;VARIOS;BRP471;2;5.8;13
10110;RELAY CAMBIO/LUZ CUADRADO ESCARABAJO T/M;VARIOS;171090171;1;18;28
10132;TROMPO STOP POLO JETTA ;VARIOS;TRP005;6;6;15
10112;BOMBA DIESEL COMPL AMAROK 2.0;VARIOS;622073;2;71.34;125
10113;BOBINA ENCENDIDO JETTA 2.0 POLO FABIA LAIZ ORG;VARIOS;622078;3;27.59;75
10114;MANIJA LEVANTAVIDRIO PERNO ESCARABAJO;VARIOS;MAV471;7;2.68;6
10115;FLOTADOR GAS ESCARABAJO MX 66-74 ELECTR;VARIOS;171090094;0;34;45
10116;CAÑERIA FRENO PRINCIPAL ESCARABAJO;VARIOS;101060012;2;15;22
10117;KIT ZAPATAS AMAROK 11-20;VARIOS;S996-1667;2;22;47
10118;AMORTIGUADOR POST CAPTER SPRINTER 3.5 O/O;VARIOS;102009;2;32;67
10119;AMORTIGUADOR DELAN T CROSS TRENDLINE 1.6 20-24;VARIOS;208887;2;26;54
10120;POLEA ALTERNADOR AMAROK;VARIOS;VKM03112;1;57;114
10121;RULIMAN DOBLE CAJA FOX POLO;VARIOS;VKT1000;2;49.5;102
10122;KIT RULIMAN RUEDA POST AMAROK;VARIOS;VKBA4752;4;69;143
10123;CUBO RUEDA DELAN POLO VIRTUS 1.6 21-24;VARIOS;VKBC4223;4;39.9;75
10124;MASCARILLA AMAZON 87;VARIOS;171080273;0;22;29
10125;CABLE CAPOT ESCARABAJO;VARIOS;3485;1;2.98;8
10126;ESPEJO RETROVISOR L/I ESCARABAJO;VARIOS;3514;2;4.25;13
10127;CHAQUETAS BIELA ESCARABAJO 1.3/1.5/1.6 0.25;VARIOS;4147;2;6.17;16
10128;CHAQUETAS BIELA ESCARABAJO 1.3/1.5/1.6 0.50;VARIOS;4014;1;6.14;16
10129;CHAQUETAS BANCADA ESCARABAJO INT 0.25 EXT 1.00;VARIOS;4001;1;21.23;47
10130;CHAQUETAS BANCADA ESCARABAJO INT 1.50 EXT 0.25;VARIOS;4002;1;21.23;47
10131;CHAQUETAS BANCADA ESCARABAJO INT 0.25 EXT 2.00;VARIOS;4139;1;21.23;47
1;KIT EMBRAGUE GOLF IV JETTA 2.0 CC 00-05;VARIOS;5647;2;65.98;110
10134;BOTON  ELEVAVIDRIOS CROSSFOX POLO L/I;VARIOS;171085289;0;10;15
10148;TAMBOR POST 5H ESCARABAJO;VARIOS;171060085;2;35;49
10137;CILINDRO MANIJA GOL 10-15;VARIOS;CHI414;0;18.75;37.5
10149;CASQUILLO CABLE CAMBIO GOL POLO FOX;VARIOS;171101473;1;18;30
10150;CONMUTADOR 5 PINES GOL 00-05 KOSTAL;VARIOS;STR451;0;10.71;20
10138;CAJA DIRECCION ESCARABAJO;VARIOS;PRD03-BS;0;89.35;178
10135;ESPEJO CROSSFOX POLO CONTROL L/D;VARIOS;171010637;0;39;54
10151;BOMBA ACEITE ALTA ESCARABAJO;VARIOS;10.014;1;25;47
10136;KIT PERNOS MORDAZA GOL 98  ;VARIOS;PCM003;0;10.25;18
10133;KIT REPARACION MORDAZA ESCARABAJO 40 MM;VARIOS;171060042;2;8;15
10139;CAPOT ESCARABAJO;VARIOS;CUART01-B3;1;169;280
10140;KIT BASE PALANCA ESCARABAJO;VARIOS;10990;3;16.62;25
10141;PINES BOCINES HORIZANTALES  ESCARABAJO ;VARIOS;43862;2;74;45
10142;TAPA ACEITE ESCARABAJO;VARIOS;12816;5;2.73;6
10143;BOTA SEMIEJE ESCARABAJO BR;VARIOS;PRD06-BS;8;3.95;12
10144;KIT PISTONES ESCARABAJO KOMBI STD;VARIOS;04-PRD;1;219.04;440
10145;TAPA GAS GOL 01-05 ;VARIOS;43466;4;9.98;12
10146;RIN SINCRONOZADO 1RA 2DA ESCARABAJO;VARIOS;42125;1;19.97;38
10147;RIN SINCRONOZADO 3RA 4TA ESCARABAJO;VARIOS;05-150;1;16.26;35
10152;ARRANQUE GOL 01-05;VARIOS;171090489;0;103.5;166
10153;FILTRO AIRE RECTANGULAR ESCARABAJO;VARIOS;AA-3373;2;3.32;7
10154;MANGUERA TURBO ENTRADA AMAROK;VARIOS;MET481;0;17.86;36
10155;BRAZO PLUMAS ESCARABAJO MEX 78 ;VARIOS;BRP472;0;6.25;14
10156;CABLE ACELERADOR KOMBI 77;VARIOS;CAA441;2;2.23;7
10157;CABLE FRENO MANO KOMBI 77;VARIOS;CAF441;2;6.7;15
10158;CABLE CAMBIO MARCHAS L/I POLO 00-05;VARIOS;CCV462;1;19.13;35
10159;CABLE CAMBIO MARCHAS L/D POLO 00-05;VARIOS;CCV463;1;19.13;38
10160;TAMBOR POST GOL 200 MM 00-05;VARIOS;HF08;2;12.62;38
10161;SWITCH LUCES GOL 00-03 S/H;VARIOS;SWT001;0;39.39;46
10162;BLOCK AMAROK MONOTURBO;VARIOS;KJKDSF;0;5847;8660
10192;BOMBA D/H GOLF VI POLO BR;VARIOS;171010271;0;120;175
10163;SEGURO CABLE ACELERADOR ESCARABAJO;VARIOS;171010110;2;2.5;3.5
10164;TROMPO RETRO GOLF 95;VARIOS;INR452;3;5.22;13
10165;MOLDURA  PARABRISAS GOL 2010;VARIOS;MBP414;1;17.86;41
10166;REFRIGERANTE GALON VERDE LUBRISTONE;VARIOS;LB-3092;2;3.5;6
10167;REFRIGERANTE GALON ROJO LUBRISTONE;VARIOS;LB-3274;3;3.5;6
10168;FILTRO DIESEL AMAROK C/SENSOR ;VARIOS;MF-53152;3;21.55;38
10169;FILTRO AIRE MOTOR VIRTUS T- CROSS;VARIOS;AA-12104;7;4;7
10170;TOMA AGUA 1 SALIDA ALUMINIO GOLF VENTO GOL;VARIOS;BTR454;0;8.04;18.5
10171;KIT RESORTE FRENO DEL 35MM ESCARABAJO 74;VARIOS;KRD471;2;1.79;4
10172;KIT RESORTE FRENO POST 30MM ESCARABAJO 74;VARIOS;KRP471 ;2;1.79;4
10173;KIT SEGUROS SINCRONIZADOR 3RA ESCABAJO;VARIOS;KSS472;2;7.11;15
10174;BUJIAS  VIRTUS T-CROSS Y6LER02-79098 ZKE-R10;VARIOS;17010848;4;30;75
10175;SENSOR TEMP AZUL GOL 00-05;VARIOS;SENSOR TE AZUL;4;8;15
10176;AMORTIGUADOR DELAN CRAPTER SPRINTER 3.5 06-07 ;VARIOS;203236;2;48;140
10177;AMORTIGUADOR DELAN AMAROK 11-17;VARIOS;206071;2;38.33;75
10178;ESPIRAL DELAN AMAROK 4X2 10-11;VARIOS;98H054;2;35;68
10179;RULIMAN EMBRAGUE CRAPTER 2.0;VARIOS;CKCH 4844;1;42;98
10180;POLEA CIGUEÑAL AMAROK TDI 11-20;VARIOS;VKM 93108;1;6798;125
10181;TAPAGRASERO ESCARABAJO L/I;VARIOS;171060087;0;6;9
10182;MANIJA EXT SANTANA 92 L/I;VARIOS;171080276;0;22;35
10183;AGARRADERA TECHO GOL;VARIOS;LIBRE1;0;0;1
10184;ALTERNADOR GOL 14V90A;VARIOS;LIBRE2;0;0;1
10185;COLECTOR POLO BR FOX ALUMINIO;VARIOS;LIBRE3;4;0;75
10186;MAQUINA LEVANTAVIDRIOS  ELE GOLF HATH 02/08 POLO 03-14 L/I;VARIOS;LIBRE;0;0;68
10187;COLECTOR FOX POLO GOL BR 1.6 S/P;VARIOS;LIBRE4;6;0;55
10188;BASE HALOGENO L/H T CROSS OR 2022;VARIOS;LIBRE5;0;0;150
10189;SOPOTE PLASTICO PARACHOQUE T CROSS 2022;VARIOS;LIBRE6;0;0;45
10190;KIT SEGUROS ARBOL LEVAS GOL 1.8 00-05;VARIOS;LIBRE7;0;0;62
10191;CABLE PALANCA CAMBIOS GOL 10-11 L/I;VARIOS;LIBRE8;1;0;35
10193;BOMBA AGUA T CROSS 1.6 4X2 20-24;VARIOS;WP172;1;25.42;50
10194;BOMBA AGUA AUXILIAR TIGUAN 2.0 07-18;VARIOS;WP104;1;18.62;75
10195;BOMBA AGUA TIGUAN AUDI 1.8 2012 COMPLETA 2.0 07-18;VARIOS;WP165-3H;1;71.83;120
10196;KIT HORQUILLA EMBRAGUE FOX POLO BR 1.6;VARIOS;747L;3;1;20
10197;AMORTIGUADOR DELAN JETTA 2.0 16-19;VARIOS;74E;0;1;55
10198;VARILLA ACEITE JETTA 2.0 CC 16-19;VARIOS;7W;0;1;25
10199;BOMBA D/H AMAROK TDI 2014 ;VARIOS;OIE;0;1;339.25
10200;RINES POLO FOX 1.6 CC STD;VARIOS;LOE;0;1;75
10345;PROPULSORES POLO BR FOX JGO;VARIOS;WT030109423B;0;27;38
10261;MANIJA LEVANTAVIDRIOS GOL 00-03 NEGRA;VARIOS;MNJ023;0;3.5;5
10297;CONO CORONA 9-37D GOL 1.8 CC 00-05;VARIOS;LIBRES;0;1;385
10201;ARBOL LEVAS CONCABO ESCARABAJO;VARIOS;171010009;0;74;98
10202;MANGUERA DEPURADOR GOLF IV JETTA 2.0 03-05 2.0CC ;VARIOS;YTRA;0;1;56
10203;SOPORTE CAJA JETTA 2.0 CC 16-18;VARIOS;YYAS;0;1;195
10204;EMPAQUE CABEZOTE POLO IND/TCROSS/VIRTUS 19;VARIOS;8611;1;14.98;29.5
10205;EMPAQUES CAJA CAMBIOS GOL 95-05;VARIOS;5950;0;8.97;25
10206;EMPAQUE CARTER AMAROK/CRAFTER;VARIOS;3708;2;12.66;25
10207;EMPAQUES MOTOR FOX POLO BR 03-05 GOLF IV ASBESTO ;VARIOS;4233;3;63.44;75
10208;EMPAQUE TAPA VALVULA AMAROK C/S;VARIOS;3071;0;20.87;38
10209;KIT PERNOS CABEZOTE AMAROK 2010;VARIOS;4123;1;24.5;49
10210;SOPORTE CAJA GOL 09-10;VARIOS;BSMO25;0;35.86;55
10211;KIT TOPE GUARDAPOLVO JETTA 2.0 16-18;VARIOS;LSU;0;1;35
10212;SOPORTE AMORT JETTA 2.0 16-18;VARIOS;UARA;0;1;48
10213;ROTULA JETTA 2.0 16-18 L/I;VARIOS;QEA;0;1;16
10214;ROTULA JETTA 2.0 16-18 L/D;VARIOS;EWRS;0;1;16
10215;GUARDAPOLVO BARRA DIRECCION JETTA 2.0 16-18;VARIOS;RAS;1;1;12
10216;DEPURADOR ;VARIOS;EAWQ;0;1;195
10217;COLUMNA DIRECCION VIRTUS 19-22 OR;VARIOS;QWAQ;0;1;2700
10218;TOMA AGUA POLO BR 1.6;VARIOS;QWAQD;2;1;8
10219;CHAQUETAS BANCADA ESCARABAJO INT 0.50 EXT 0.50;VARIOS;EQWAS;0;1;85
10220;FLAUTA INYECTORES GOL 1.8 00-05 OR US;VARIOS;QEAS;0;1;190
10221;VALVULAS ADMISION ESCARABAJO JGO;VARIOS;QEWAS;0;1;48
10222;CHAPA CAPOT T-CROSS 22-24;VARIOS;QWAX;0;1;135
10223;SEGURO REGULADOR FLAURA INYECTORES GOL 1.8 03-05;VARIOS;WQDAWS;0;1;25
10224;CABLE PALANCA CAMCIOS GOL 10-11 L/D;VARIOS;EQDWQ;1;1;35
10225;SOPORTE MOTOR FRONTAL GOL 00-02 RECTO;VARIOS;EQWADS;0;1;15
10226;CHAUETAS BANCADA GOL 0.25 S/S;VARIOS;171010621;0;22;33
10227;MESA POLO INDU 18-19 L/I;VARIOS;171101965;0;38;48
10228;MESA POLO INDU 18-19 L/D;VARIOS;171101966;0;38;48
10229;SOPORTE CAJA VIRTUS 18-19 L/I;VARIOS;LIRS;1;1;95
10230;PASTILLAS TIGUAN 12 PASSAT 08 JETTA 08;VARIOS;P7434IM;4;17.24;35
10231;PASTILLAS T CROSS 1.6 20-23;VARIOS;P2249IM;4;12.75;35
10232;PASTILLAS VOYAGE 1.6 12-15;VARIOS;P8868IM;3;12.14;32
10233;KIT ZAPATAS GOL 1.6 1.8 01-05;VARIOS;650126;0;10.46;22
10234;SEGURO CABLE EMBRAGUE GOL 10-11 1.6 L/D ;VARIOS;LIBSD;1;1;28
10236;SEGURO CABLE EMBRAGUE GOL 10-11 1.6 L/I;VARIOS;FPA474;1;15.18;28
10237;CAUCHOS PUERTAS ESCARABAJO JGO;VARIOS;KCP471;1;12.5;28
10239;CAUCHOS VIDRIOS ESCARABAJO JGO;VARIOS;KFI412;1;5.22;45
10240;TAMBOR POST 4H ESCARABAJO;VARIOS;TBF471;2;33.04;68
10241;MOLDURA RADIO GOL 00-02;VARIOS;MRD412;1;22.32;38
10242;MOLDURA RADIO GOL 95-98;VARIOS;MRD411;0;14.29;35
10243;MOLDURA RADIO C/A GOL 01-02;VARIOS;MRD413;1;35.71;48
10244;PALANCA DIRECCIONALES POLO BR.1.6;VARIOS;INL491;1;22.61;48
10245;SOPORTE MOTOR VIRTUS L/D 18-19;VARIOS;BMD471;1;74.74;78
10246;TERMINAL CABLE PALANCA EMBRAGUE GOL L/D 2010;VARIOS;TCG411;1;15.63;32
10247;TERMINAL CABLE PALANCA EMBRAGUE GOL L/I 2010;VARIOS;TCP411;1;15.63;32
10248;LIBRE;VARIOS;LOR;0;1;1
10249;KIT MICROFILTROS INYECTOR T/BOSCH GOL 00-03;VARIOS;LSA;2;1;12
10250;FARO POST GRANDE  COMPLETO ESCARABAJO PLANO;VARIOS;TYS;1;1;25
10251;MANIJA INT ESCARABAJO 78 L/D ;VARIOS;YTYYTASD;0;1;5
10252;MANIJA INT ESCARABAJO 78 L/I;VARIOS;JSYUD;2;1;5
10253;TAPA CAJA DIRECCION ESCARABAJO;VARIOS;JTTSD;1;1;19
10254;DEPOSITO AGUA POLO BR FOX 10-11 C/S 11.419;VARIOS;SKJKSDF;6;1;21
10255;COMPUTADORA JETTA 2.0 2011 US OR;VARIOS;JHJSD;1;1;750
10256;CHAQUETAS BANCADA POLO BR FOX 1.6 0.25;VARIOS;HHJ;0;1;35
10257;PISTONES POLO FOX GOL 1.6 STD;VARIOS;JHHJS;0;1;180
10258;PARACHOQUE DELNAD AMAROK 2015 AL MEX;VARIOS;GHSD;1;1;480
10259;VOLANTE ESCARABAJO BLANCO CASTILLO;VARIOS;SSDF;0;1;300
10260;BOMBA BACIO AMAROK BR 12-15 MONOTURBO ;VARIOS;SHJJD;1;1;350
10262;INYECTOR AMAROK TDI BOSSH;VARIOS;HLL-11PRPPT;0;7;457
10263;LIQUIDO FRENO AZUL LT;VARIOS;OTR-G3;2;8;13
10264;TUBO ACEITE GOLF IV JETTA;VARIOS;1108032;1;2.5;7
10265;MODULO RELAY LUCES GOL 1.6 12-13 USD;VARIOS;1777;0;1;220
10266;EMPAQUE MULTIPLE AMD GOLF VENTO 2.0;VARIOS;177;1;1;5
10267;LIBRE;VARIOS;1774;0;1;39
10268;PARACHOQUE DELAN GOL 09-12;VARIOS;741;0;1;147
10269;SENSOR FUJO AIRE AMD GOLF 95-99 1.8;VARIOS;714;0;1;20
10270;PASTILLAS PÁSSAT 2.8;VARIOS;7147;0;1;78
10271;DISCO FRENO POST PASSAT 2.8 ;VARIOS;1458;2;1;78
10272;EMPAQUE CABEZOTE AMAROK 2 H;VARIOS;21546;2;1;68
10273;EMPAQUE MULTIPLE AMD AMAROK;VARIOS;878;0;1;17
10274;MOLDURA VIRTUS L/I 2022;VARIOS;02-001-37-0980;0;7.52;17.5
10275;MOLDURA VIRTUS L/D 2022;VARIOS;02-001-37-0981;1;7.52;17.5
10276;PARACHOQUE DELAN GOLF 95-99;VARIOS;02-001-37-0216;1;24.73;63
10277;TERMOSTATO AMAROK;VARIOS;06-002-37-0696;1;19.7;39
10278;KIT MICROFILTROS GOL 95-99 MONOPUNTO;VARIOS;4339;2;4.5;9
10279;MOLDURA HALOGENO L/D T CROOS ;VARIOS;FR784;1;1;1
10280;MOLDURA HALOGENO L/D T CROSS ;VARIOS;J7W43;0;1;115
10281;FILTRO GAS POLO1.4 16V GR;VARIOS;OTRAE;2;1;6
10282;MAQUINA LEVANTAVIDRIOS ESCARABAJO GR L/I;VARIOS;UTEAR;0;1;78
10283;TOMA AGUA TERMOSTATO GOLF VENTO KIT;VARIOS;U42;1;1;15
10284;CAUCHO SOPORTE ESCAPE Y GOL 00-05;VARIOS;47W;0;1;10
10285;BANDA B/ACEITE AMAROK TDI 59D CT11204;VARIOS;PRQEA;1;1;180
10286;FILTRO AIRE CABINA AMAROK;VARIOS;AC-31060;2;3.07;7
10287;TOMA AGUA INTERMEDIA POLO JETTA 08-11 J0121087B;VARIOS;MO0671-ODT-0956;6;1.52;5
10288;RADIADOR ACEITE AMAROK;VARIOS;WT03L117021C;1;19.5;38
10289;REGULADOR ALTERNADOR JETTA POLO BR GOL 09-12;VARIOS;SE4061-OST-0459;1;10.2;20
10290;BATENTE BARRA TORCION ESCARABAJO;VARIOS;03-005-37-0029;4;2.2;7
10291;BOMBA DIESEL PILA AMAROK;VARIOS;62278;4;16.45;48
10292;SENSOR OXIGENO GOL 00-05 1.8;VARIOS;622036;0;20.4;32
10293;INYECTOR MONOPUNTO GOL 1.6 -1.8 CC;VARIOS;4587A;0;25;55
10294;TOMA AGUA GOL 00-05 1.8 ALUMINIO P/SEN;VARIOS;LIBRE55;0;1;28
10295;MESA T-CROSS/VIRTUS/POLO  L/I 17-22;VARIOS;LIE;3;1;85
10296;ROTULA VIRTUS  POLO  T-CROSS  19-22 JETTA BORA L/D;VARIOS;HYWS;2;1;22
10298;KIT ZAPATAS POLO IND 15 PUNTA CUADRADA;VARIOS;JKDIA;0;1;38
10299;BOMBA ACEITE GOLF IV JETTA 2.0 02-11 ;VARIOS;OSAS;1;1;55
10300;GUARDAPOLVO GUARDAFANGO L/D FOX 00-05;VARIOS;OPASD;0;1;48
10301;PRE CARTER ALUMINIO FOX OR;VARIOS;POQW;0;1;250
10302;MESA AMAROK SUPERIOR L/D;VARIOS;ASOIUDS;1;1;48
10303;MESA AMAROK SUPERIOR L/I;VARIOS;MEA;1;1;48
10304;SOPORTE MOTOR FOX ;VARIOS;KJAD;0;1;75
10305;SOPORTE INT CAJA FOX;VARIOS;LAPS;1;1;60
10306;MASCARILLA JETTA 2001-07;VARIOS;KOKOS;0;1;51.75
10307;PARACHOQUE DELAN GOL  SPORT 03-05;VARIOS;02-001-37-0268;0;38.56;65
10308;CHAPA PUERTA POST GOL 00-09 L/I;VARIOS;02-001-37-0948;1;28.6;55
10309;CHAPA PUERTA POST GOL 00-09 L/D;VARIOS;02-001-37-0949;0;28.6;55
10310;CUBIERTA TABLERO CENTRAL GOL 00-05 NEGRA;VARIOS;LIBREE;2;1;20
10311;BOMBA D/H GOL 00-05 ;VARIOS;LIBREES;0;1;175
10312;SOPORTE MOTOR FOX POLO 1.4 16V L/D;VARIOS;06-002-3705-0548;0;21.33;34
10313;POLEA ALTENADOR GOL 00-05;VARIOS;LIBRO;1;1;1
10314;DEPOSITO LIQUIDO HIDRAULICO GOL 00-05 ;VARIOS;LIBRE44;2;1;25
10315;ELECTROVENTILADOR GOLF IV JETTA 00-05;VARIOS;LIBRE14;1;1;98
10316;CPU FOX 1.6CC 00-06 USD;VARIOS;LIBRE45;0;1;750
10317;MOTOR ARRANQUE 10 D FOX POLO;VARIOS;SE3441-OST-0199;0;93.17;155
10318;VINCHA GUARACHOQUE T-CROOS 22-24 L/D ;VARIOS;LIGRA1;0;1;12
10319;SOPORTE MOTOR GOL 09-15 VOYAGE LI;VARIOS;LIBRE41;2;1;35
10320;REGULADOR ZAPATAS GOL 00-05;VARIOS;LIBGRE;1;1;5
10321;RADIADOR POLO FOX GOL 1.6 00-03 C/A  ACOPLE;VARIOS;LIBRE11;1;1;78
10322;SOPORTE ELECV FOX A/C 1.6 00-05 SECUND;VARIOS;LIBRE74;0;1;35
10323;SOPORTE ELECV FOX A/C 1.6 00-05 PRIMAR;VARIOS;LIBRE75;0;1;45
10324;TOMA AGUA VAVULA ;VARIOS;LIBRE 45;0;1;15
10325;PALANCA PLASTICA GOLF VENTO PEQUEÑA;VARIOS;LIBRE47;3;1;2
10326;ZAPATAS JGO POLO FOX GOL 09-10 1.6 TODOS;VARIOS;LIBRE 48;7;1;25
10327;LIBRE;VARIOS;LIBRE76;0;1;1
10328;LIBRE;VARIOS;MLIBRE;0;1;1
10329;KIT CABLES GOLF IV JETTA 2.0 00-05;VARIOS;17842;1;29.54;42
10330;MULTIPLE AMD GOL SV 09-10;VARIOS;LIBRE78;0;1;225
10331;VELOCIMETO ESCARABAJO AL 69;VARIOS;LIBRE79;0;1;215
10332;KIT ESTABILIZADOR ESCARABAJO ;VARIOS;LIBRE80;4;1;25
10333;CONDENSADOR AMAROK TDI 17-19;VARIOS;LIBRE81;0;1;130
10334;FARO DELAN L/R 17-19;VARIOS;LIBRE82;0;1;297.85
10335;CAPOT AMAROK 17-19;VARIOS;LIBRE83;0;1;448
10336;CHAPA CAPOT AMAROK 17-19 INF;VARIOS;LIBRE 84;1;1;65
2;KIT EMBRAGUE AMAROK 2.0 TDI CRAFTER 30;VARIOS;4598;0;149.5;275
10337;DIFUSOR AMAROK L-R 17-19;VARIOS;LIBRE84;0;1;95
10338;GUARDAPOLVO GUARDAFANGO T-CROOS 22-024 L/D ;VARIOS;LIBRE85;0;1;115
10339;MOLDURA GUARDAFANGO T-CROOS 22-24 L/D;VARIOS;LIBRE86;0;1;95
10340;RULIMAN TRASNMICION GOL 1.6 CONICO;VARIOS;LIBRE87;0;1;55
10341;PLUMA POST GOL 00-05 16 P;VARIOS;LIBRE88;1;1;15
10342;REJILLA PARACHOQUE CENTRAL POLO IND 16-18;VARIOS;LIBRE89;0;1;98
10343;VALVULA EGR AMAROK 2.0 TDI ORG;VARIOS;LIBRE90;0;1;567
10344;FOCO H7 100W GOLF IV POLO ;VARIOS;LIBRE91;1;1;7
10346;ELECTROV FOX 00-05 1.6 ;VARIOS;DWV12014;0;51.3;95
10347;CAUCHO BRAZO GUARDACH ESCARABAJO;VARIOS;02-001-37-0295;4;1.2;5
10348;CONDENSADOR FOX 1.6 00-05;VARIOS;01-002-37-002;0;43.47;75
10349;RADIADOR GOL 09-13 FOX 1.6 S/A 00-05 CORTO MANG;VARIOS;02-003-37-0040;2;51.53;85
10350;MICA POST ESCARABAJO MEDIANA;VARIOS;02-002-37-0039;0;5.52;15
10351;KIT BUJES BRAZO BIELA ESCARABAJO;VARIOS;06-002-37-0135;2;18;35
10352;CONTACTO PITO AMANONZ 877 ;VARIOS;LIBRE99;1;1;18
10353;MANGUETA GOLF 97-99 L/I;VARIOS;LIBRE 88;0;1;56
10354;CIMBRA MANGUETA GOLF 95-99;VARIOS;LIBRE 79;0;1;7
10355;CHAQUETAS BANCADA ESCARABAJO INT 0.75 EXT 0.75 ;VARIOS;LIBRE101;1;1;58
10356;AMORTIGUADOR CAPOT POLO BR 00-05;VARIOS;LIBRE 102;0;1;25
10357;KIT REPARARO CILINDRO FRENO GOL AMAZON;VARIOS;LIBRE 103;1;1;7
10358;TAPACUBO ESCARABAJO CROMADO;VARIOS;01-001-37-0213;0;15;25
10359;RIN SINCRONIZADO RA DA GOL;VARIOS;03-001-37-0010;1;3.19;15
10360;KIT BASE PALANCA BOLA GOLF III;VARIOS;03-006-37-0052;1;1.89;10
10361;SWITCH PARQUEO POLO CLASSIC;VARIOS;04-002-37-0320;2;8.63;22
10362;PLATILLO AMORTIGUADOR GOL 95-06;VARIOS;03-005-37-0143;0;6.54;9.5
10363;RADIADOR POLO FOX GOL 1.6 00-03 C/A MANG;VARIOS;02-003-37-0043;1;74.07;110
10364;PARACHOQUE SUP T-CROOS 22-24;VARIOS;02-001-37-0998;1;75;189
10365;TROMPO ACEITE POLO BR GOLF IV JETTA ;VARIOS;04-002-37-0287;5;3.05;8
10366;TOMA AGUA JETTA C/PIN;VARIOS;MO0671-VIK-0968;1;1.42;8
10367;EMPAQUE MULTIPLE ESCAPE POLO BR 01-05 1.6;VARIOS;MO2051-OST-0237;4;3.98;8
10368;REJILLA TABLERO CALEFACCION NEGRO GOL 01-05;VARIOS;698286;0;2.51;13
10369;TAPA DISTRIBUIDOR GOL 00-05 C/PROTECTOR ;VARIOS;SE5061-VIK-0486;0;3.11;18
10370;TAPA DEPOSITO POLO BR 03-08 LINEA;VARIOS;MO5201-VIK-1748;2;2.02;8
10371;SERVOFRENO GOLF 95-98 BOLA;VARIOS;TR5241-OST-0073;0;0.73;65
10372;KIT ZAPATAS POLO IND T-CROSS 20-24;VARIOS;2QB698525A;3;14.08;30
